,Embedding,Texto,Keywords Pregunta
374,[-0.004436  0.0419    0.02025  ... -0.03558   0.011444  0.02426 ],"El sirope de chocolate, salsa de chocolate o jarabe de chocolate es un tipo de condimento que suele añadirse a ciertas preparaciones culinarias con el objeto de aumentar el sabor y aroma a chocolate. El sirope de chocolate puede añadirse a una amplia gama de platos, si bien a menudo se usa para cubrir diversos postres, como helados, o mezclado con leche para obtener leche chocolateada. En repostería, mediante el uso de una manga puede ser empleado en la decoración de ciertos platos, como pueden ser postres.El granizado o raspado es un refresco o refrigerio compuesto de hielo troceado o rallado con sirope o jarabe de sabores variados (limón, fresa, café, etcétera). Recibe distintas denominaciones, dependiendo del país.",¿Cuál es el ingrediente principal del jarabe o sirope de chocolate?
375,[-0.013504 -0.05566  -0.0289   ... -0.04074   0.04062   0.01047 ],"Jef Raskin (9 de marzo de 1943 - 26 de febrero de 2005) fue un programador y filósofo estadounidense. Diseñador de interfaces de usuario. Conocido principalmente por fundar el proyecto Macintosh para Apple Computer a fines de los años 70 y por los ordenadores Canon Cat de la compañía japonesa Canon.Michael Scott (11 de febrero de 1943)[1]​ fue el segundo director ejecutivo de Apple Computer desde 1976 hasta marzo de 1981. 
Mike Markkula, director de manufactura en National Semiconductor, convenció a Scott para que aceptara la plaza de director ejecutivo en Apple, como los cofundadores Steve Jobs y Steve Wozniak, ninguno era visto adecuado para el trabajo entonces.
Intentando poner un ejemplo para todos los negocios, en 1979 Scott declaró que no habría máquinas de escribir en Apple. En 1979 y 1980, el proyecto Macintosh de Jef Raskin era un esfuerzo de investigación de cuatro personas que no fue considerado importante dentro de Apple, y fue casi cancelado dos o tres veces. Cuando Apple tenía otra reorganización principal en otoño de 1980, le rescindieron el contrato, pero Jef suplicó a Scott y Markkula durante mucho tiempo y le concedieron otros tres meses para mostrar que era bueno en algo.
El 25 de febrero de 1981, día conocido en Apple como el Miércoles Negro, Scott despidió personalmente a 40 empleados de la empresa  incluyendo la mitad del equipo de Apple II, confiando en que ellos eran redundantes. Por la tarde reunió a los empleados restantes con un barril de cerveza y explicó los despidos declarando: ""Solía decir que si no me divertía siendo presidente de Apple, me iría. Pero he cambiado mi forma de pensar - cuando esto no sea divertido, despediré a la gente hasta que esto sea divertido otra vez.""
En 1981, después de este acontecimiento repentino, fue desplazado a vicepresidente, un título con poco poder, y Mike Markkula, el hombre que contrató a Scott, lo sustituyó. Scott dejó oficialmente Apple el 10 de julio de 1981, declarando en su carta de dimisión:

 

A partir de 1983 hasta 1988, Scott condujo Starstruck, una firma privada que intentó crear una lanzadera de cohetes controlada por satélite con base marina. También comenzó a apoyar organizaciones no lucrativas como la Ópera de Seattle y el Instituto de Tecnología de California, en sus esfuerzos para aplicar ordenadores personales a sus necesidades. 
Scott se ha hecho desde entonces un experto en gemas coloreadas, ha escrito un libro sobre ellas y ha montado una colección que ha sido expuesta en el Museo Bowers en Santa Ana. También patrocinó Rruff, un proyecto que crea un set completo de datos espectrales de alta calidad de minerales bien caracterizados.",¿Cuál es el  proyecto es más conocido de Jef Raskin en Apple?
376,[ 0.01941   0.002182 -0.02853  ... -0.02168  -0.05414  -0.02345 ],"Las antenas son apéndices multisegmentados presentes en los metámeros anteriores de los artrópodos mandibulados.
En los crustáceos son birrámeas y están presentes en los dos primeros segmentos de la cabeza, llamándose al par más pequeño anténulas. Todos los demás grupos de artrópodos (con la excepción de los quelicerados y los proturos, que carecen de ellas) tienen un único par unirrámeo de antenas.
Las antenas están articuladas a la cabeza pudiendo rotar en su base articular monocondilar. Alojan multitud de sensilias táctiles, olfatorios, gustativos y termo- e higroreceptores, que permiten al animal percibir la presencia de objetos tocándolos, oír, percibir el movimiento del aire, percibir aromas y sabores, así como captar la temperatura y humedad del ambiente y los objetos tocados por ellas.[1]​[2]​Los apéndices son estructuras anatómicas partes de los artrópodos, formadas por elementos articulados entre sí, que se insertan en todos o algunos de los metámeros del cuerpo.[1]​ La condición primitiva es la presencia de un par de apéndices similares en cada metámero, la cual se conserva en pocos artrópodos actuales. Las alas de los insectos no son apéndices.",¿Qué funciones desempeñan las antenas en los artrópodos?
377,[ 0.01061   0.007427 -0.04993  ... -0.03165   0.03232  -0.010254],"Erysiphales es un orden de hongos ascomicetos. El orden contiene una sola familia, Erysiphaceae. Muchos de ellos causan enfermedades de las plantas llamadas mildiú polvoriento.Podosphaera macularis es un hongo patógeno de plantas.
Sphaerotheca macularis.
Este es un oídio que ataca a un amplio rango de huéspedes, con lo que es muy probable que haya algún reservorio cerca de nuestra plantación. Es un gran problema en fresa y también en plantaciones de lúpulo. Este hongo pasa el invierno en forma de ascas o de micelio sobre otras plantas huésped bien sean cultivadas o silvestres (en parques y jardines, balcones y terrazas, etc.). Los cultivos de interior o de invernadero infectados también son un buen reservorio de la enfermedad. Este micelio refugiado en otras plantas libera conídios (un tipo de espora). Estos conidios son los que transportados mayormente por el viento, acaban en la superficie de las hojas de las plantas de cannabis, donde si las condiciones son las adecuadas germinan y se desarrollan, formando nuevos conidios, volviendo a comenzar el ciclo y haciendo que este hongo se extienda por toda la planta.
Cuanto más alta es la concentración de conidio en el ambiente, mayor será la probabilidad de sufrir un ataque grave de este hongo, con lo que las medidas preventivas estarán dirigidas a crear condiciones y aplicar tratamientos que dificulten el establecimiento de estos conidios en nuestras plantas. Este hongo se desarrolla superficialmente, por lo que otra pista que nos permitirá identificarlo es que cuando pasamos el dedo por encima de la hoja, la mancha de polvo se va. Aunque esto puede hacer pensar que la erradicación con fungicidas debe ser fácil, la realidad es que si utilizamos productos biológicos de bajo efecto sistémico, las partes a las que no ha llegado el fungicida o no ha penetrado lo suficiente, seguirán conteniendo pequeñas partes del hongo que pueden volver a crecer rápidamente si las condiciones le son propicias. Por eso hay que ser constante con los tratamientos incluso aunque ya no detectemos la presencia de oídio.
Según los estudios consultados, los factores ambientales involucrados en el establecimiento y desarrollo del hongo en diversos huéspedes son:
• Temperatura media diaria: Superior a 15 °C favorece el desarrollo del hongo y la dispersión de conidios. En general, la producción de conidios disminuye cuando las temperaturas bajan de 15-20 °C y cuando las temperaturas superan los 26 °C. Según los estudios realizados con lúpulo, exposiciones de unas dos horas a temperaturas superiores a 32 °C disminuyen la incidencia de la enfermedad.
• Humedad relativa: El rango óptimo de germinación de los conidios es entre 75% y 98% de humedad. Ante humedades relativas bajas, el hongo reacciona liberando un mayor número de esporas. Esta dispersión se ve favorecida también por fluctuacionesbruscas de la humedad. Cuanto más baje la humedad ambiental y cuanto más bruscamente lo haga, más cantidad de esporas serán liberadas en el ambiente. Aunque la humedad ambiental sea baja, debido a la transpiración de la planta, la superficie foliar puede llegar a tener una humedad alta, lo que permite la germinación del conidio. Un medidor digital de temperatura y humedad con máximas y mínimas es una herramienta imprescindible en estos casos ya que nos dará una idea precisa de cuándo se dan estos valores de alto riesgo.
• Lluvia: La lluvia elimina las esporas que están flotando en el ambiente por lo que la probabilidad de infección en un día de lluvia es bajo. Además una capa de agua sobre las hojas impide la germinación de las esporas, el desarrollo de los conidios y su dispersión. La maduración de los conidios precisa de luz, por lo que la dispersión de las esporas se produce por el día, aproximadamente entre la 13:00 y las 15:00 de la tarde. El momento más crítico del día suele ser entre las 17:00 y las 21:00. Estudios con lúpulo demostraron que las esporas que germinen en estas horas tienen más probabilidad de causar un daño mayor.",¿A qué seres vivos afectan los hongos de la orden Erysiphales?
378,[-0.03976  -0.003157 -0.01279  ... -0.02266  -0.007996 -0.00611 ],"Ludhiana es una ciudad y municipio del estado del Punyab, al nordeste de la India, en el distrito del mismo nombre. Fundada a finales del siglo XV, es la ciudad más grande de Punjab, con una población estimada de 1.740.249 de habitantes (2010). Está situada en un brazo del Sutlej, 13 km al sur de su curso actual.
Ludhiana está localizada en la Grand Trunk Road, una de las rutas comerciales principales de la zona de Delhi, que tiene más de dos mil años de historia. La ciudad está comunicada con la capital por carretera y servicios de trenes.
Es un centro industrial y educativo del norte de India, y cruce de muchas culturas.
De las 1086 ciudades que analiza la Organización Mundial de la Salud, Ludhiana es una de las ciudades más contaminadas de todo el planeta debido a la gran cantidad de fábricas que se han establecido en ella, en particular de la industria automotriz.[2]​Ludhiana (en punyabí: ਲੁਧਿਆਣਾ ਜ਼ਿਲਾ) es un distrito de la India en el estado de Punyab. Código ISO: IN.PB.LU.[2]​
Comprende una superficie de 3744 km².
El centro administrativo es la ciudad de Ludhiana.",¿En qué estado de la India se encuentra la ciudad de Ludhiana?
379,[-0.05713  -0.01799  -0.0924   ... -0.0202   -0.006657  0.014145],"Este artículo trata sobre las Tarjetas flash, para la definición estándar de televisión, véase SD (definición estándar)

Secure Digital (SD) es un dispositivo en formato de tarjeta de memoria para dispositivos portátiles, por ejemplo: cámaras digitales (fotográficas o videograbadoras), teléfonos móviles, teléfonos inteligentes, computadoras portátiles y videoconsolas (de sobremesa y portátiles), tabletas y entre muchos otros. Inicialmente compitió y coexistió con otros formatos, y actualmente es uno de los formatos más comunes y utilizados en dispositivos portátiles y en computadoras y reproductores de música portátiles o domésticos, destacando principalmente por la velocidad a diferencia de sus predecesores.
El estándar SD fue desarrollado por SanDisk, Panasonic y Toshiba, e introducido en 1999 como una mejora evolutiva de las tarjetas MMC. El estándar es mantenido por la Asociación de Tarjetas SD en la que participan varios fabricantes[1]​ y fue implementado en más de 400 marcas de productos, cubriendo docenas de categorías y en más de 8000 modelos.
El formato SD incluye cinco versiones de tarjetas, disponibles en tres tamaños. Las cinco familias son:

“Standard Capacity” (SDSC), la original, «capacidad estándar».
“High Capacity” (SDHC), «alta capacidad».
“Extended Capacity” (SDXC), «capacidad extendida».
“Input/Output” (SDIO), «entrada/salida».
“Ultra Capacity” (SDUC), «Ultra Capacidad».
Los tres tamaños son:

SD estándar original.
miniSD.
microSD.
Este tamaño microSD es muy utilizado en tabletas y teléfonos móviles. Por medio de adaptadores pasivos eléctricamente es posible utilizar tarjetas en ranuras más grandes.
Los dispositivos con ranuras SD pueden utilizar tarjetas MMC, que son más finas, pero las tarjetas SD no caben en las ranuras MMC. Asimismo, se pueden utilizar en las ranuras de CompactFlash o de PC Card con un adaptador. Sus variantes miniSD y microSD se pueden utilizar, también directamente, en ranuras SD mediante un adaptador. Las normales tienen forma de ם. Hay algunas tarjetas SD que tienen un conector USB integrado con un doble propósito, y hay lectores que permiten que las tarjetas SD sean accesibles por medio de muchos puertos de conectividad como USB, FireWire y el puerto paralelo común. Las tarjetas SD también son accesibles mediante una disquetera usando un adaptador FlashPath.",¿Qué significa la abreviatura IOMMU?
380,[ 0.02434 -0.03226 -0.0617  ...  0.01984  0.02034 -0.02649],"El FC Zhenis es un club de fútbol de Kazajistán de la ciudad de Astaná. Fue fundado en 1946 y jugaba en la Super Liga de Kazajistán hasta 2008 cuando el equipo, al declararse en quiebra, fue relegado a divisiones inferiores. Actualmente juega en la Super Liga de Kazajistán.El Estadio Kazhymukan Munaitpasov (en kazajo: Қажымұқан Мұңайтпасов стадион) es un estadio multiusos ubicado en la ciudad de Astaná, Kazajistán. Se utiliza preferentemente para partidos de fútbol, y es el estadio del FC Zhenis Astana, club que milita en la Liga Premier de Kazajistán, la máxima división del fútbol en Kazajistán. El estadio tiene una capacidad para 12.000 personas[1]​.
El estadio lleva desde 1986 el nombre de Kazhymukan Munaitpasov, un luchador kazajo y artista circense, y repetidas veces campeón mundial de lucha grecorromana[2]​.",¿Cuál es el nombre anterior del actual club de football FC Zhenis?
381,[-0.04758 -0.01575 -0.08215 ... -0.0338  -0.06354 -0.00608],"Petra van Staveren (Kampen, Países Bajos, 2 de junio de 1966)[1]​ es una nadadora neerlandesa retirada especializada en pruebas de estilo braza, donde consiguió ser campeona olímpica en 1984 en los 100 metros.[2]​[3]​Petra es un nombre propio femenino de origen latino. Es el femenino de Pedro, nombre de origen latino que significa 'piedra'. Es un nombre común en Alemania, Croacia, Eslovaquia y República Checa.",¿Por qué es conocida la neerlandesa Petra van Staveren?
382,[-0.0299   -0.00638  -0.03687  ... -0.006424 -0.02654   0.00198 ],,¿En qué siglos vivió el conde sueco Carl Löwenheim?
383,[-0.066     0.01039  -0.01137  ... -0.0197    0.003424  0.010254],"Christopher S. Claremont[1]​[2]​ (Londres, Inglaterra, Reino Unido, 25 de noviembre de 1950),[3]​[4]​ más conocido como Chris Claremont, es un guionista de cómics y escritor, conocido principalmente por ser el autor que popularizó a los X-Men de los años 1980.
Durante sus 16 años ininterrumpidos (1975-1991) como guionista de Uncanny X-Men, Claremont redefinió casi por completo la serie, pasando de estar al borde del cierre a ser una de las más importantes de la editorial. La mayoría de los mutantes de Marvel Comics han sido creados o redefinidos por él, razón por la que es considerado como padre del «subuniverso» mutante de Marvel. Es considerado por muchos como el segundo guionista más importante en la historia de la editorial, tras Stan Lee.La historieta o cómic fantástico es uno de los géneros de ficción en que puede dividirse la producción de historietas. La fantasía asoma en otros muchos géneros falso y, en su concepción más amplia, puede abarcar la historieta de ciencia ficción y la de terror, pero es más habitual concederles una entidad diferente. En términos generales, puede afimarse que el cómic es un medio especialmente propicio para el género fantástico, dado que la ""absoluta libertad del lápiz ante la página en blanco da al artista la capacidad de proponer el más delirante de los mundos posibles con el único límite de su imaginación"".[1]​",¿Qué serie de historietas popularizó el guionista Chris Claremont?
384,[-0.07166 -0.01881  0.0038  ...  0.02548  0.02983 -0.00402],"Bischofsheim es un municipio situado en el distrito de Groß-Gerau, en el estado federado de Hesse (Alemania). Su población estimada a finales de 2016 era de 13 293 habitantes.[2]​[3]​
Se encuentra ubicado al sur del estado, a poca distancia al este del río Rin que lo separa del estado de Renania-Palatinado.Gau-Bischofsheim es un municipio situado en el distrito de Maguncia-Bingen, en el estado federado de Renania-Palatinado (Alemania). Su población estimada a finales de 2016 era de 2033 habitantes.[2]​
Se encuentra ubicado en la zona centro-este del estado, cerca de la orilla izquierda del río Rin —que lo separa del estado de Hesse—, del río Nahe —afluente del anterior por su margen izquierda— y de la ciudad de Maguncia —la capital del estado—.","¿Qué río pasa cerca de Bischofsheim, Hesse ubicado en Alemania?"
385,[-0.02112   0.006325  0.006077 ...  0.03049   0.03537   0.04053 ],"El Hamilton Academical Football Club es un club de fútbol de Escocia, con sede en Hamilton. Fue fundado en 1874 y compite en el Scottish Championship, segunda categoría del fútbol escocés.La Scottish Challenge Cup (por razones de patrocinio Petrofac Training Cup) es una competición de fútbol de Escocia en la que participan equipos de la Scottish Premiership, Primera, Segunda, Tercera División, más los campeones de la Highland Football League.
La competición se celebró por primera vez durante la temporada 1990-91, como la Copa Centenario B & Q, para celebrar el 100° aniversario de la formación de la Liga escocesa de fútbol. El primer ganador del torneo fue Dundee FC, que venció en la final al Ayr United. Falkirk es el equipo más exitoso en el torneo, con cuatro victorias, la última en 2012.",¿Cuántas veces ha participado el equipo escocés de football Hamilton Academical Football Club en el torneo Scottish Challenge Cup?
386,[-0.0284  -0.03506 -0.02838 ...  0.00975  0.0378  -0.04553],"Ghislain N'Clomande Konan, más conocido como Ghislain Konan, (Abiyán, 27 de diciembre de 1995) es un futbolista marfileño que juega de defensa.La selección de fútbol de Costa de Marfil es el equipo representativo del país en las competiciones oficiales. Es dirigida por la Fédération Ivoirienne de Football, perteneciente a la Confederación Africana de Fútbol.
Con un total de 23 participaciones, Los Elefantes alzaron la Copa Africana de Naciones en tres ocasiones: en 1992, 2015 y de locales en 2024. También fueron subcampeones en 2006 y 2012.",¿Cuál es el único club africano en el que Ghislain Konan ha jugado profesionalmente?
387,[ 0.0041   0.03848 -0.05652 ...  0.02126  0.04745 -0.01104],"La Armada de Suecia (en sueco: Svenska marinen) es la rama naval de la Fuerzas Armadas de Suecia.  Se compone de unidades de superficie y submarinas - la Flota (en sueco: Flottan)- así como de unidades de infantería de marina, denominadas Cuerpo Anfibio (Amfibiekåren). Es una marina de guerra de tamaño moderado, pero moderna y poderosa, especializada en buques de defensa costera, como corbetas, minadores, lanchas misileras y patrulleros. Debido a su orientación y sus buques -pensados para operar en el Mar Báltico, el Golfo de Botnia y el Estrecho de Kattegat- no se le puede calificar como una ""armada de agua azul"".
En Suecia, a los buques de la armada se les da el prefijo ""HMS"", abreviatura de ""Hans/Hennes Majestäts Skepp"" (Buque de Su Majestad). Algunas marinas de guerra internacionales, pero no así la propia marina de guerra sueca, le asignan el prefijo ""HSwMS"" (en inglés: ""His Swedish Majesty's Ship"" o ""Buque de Su Majestad Sueca""), sobre todo para diferenciarlos de las naves de la Royal Navy británica, que también usan la abreviatura ""HMS"" (""Her Majesty's Ship"").Carlos IX de Suecia (Estocolmo, 4 de octubre de 1550-Nyköping, 30 de octubre de 1611) fue rey de Suecia entre 1604 y 1611. Fue el último hijo del rey Gustavo Vasa y de su segunda esposa, Margarita Eriksdotter. Antes de ser rey de Suecia, había heredado de su padre el ducado de Södermanland. De 1599 a 1604 se desempeñó como regente de Suecia, tras el derrocamiento de su sobrino, Segismundo Vasa.
Fue un férreo opositor al catolicismo, defensor de la independencia y precursor de la política expansionista sueca, en la que se topó con la rivalidad de Polonia. De carácter represor y autoritario, llevó a cabo la fundación de un Estado fuerte, en concordancia con los ideales de su padre.",¿Qué rey sueco inició la armada de Suecia?
388,[ 0.0349   -0.006557 -0.006115 ...  0.01279   0.03232   0.012276],"Carlos IX de Suecia (Estocolmo, 4 de octubre de 1550-Nyköping, 30 de octubre de 1611) fue rey de Suecia entre 1604 y 1611. Fue el último hijo del rey Gustavo Vasa y de su segunda esposa, Margarita Eriksdotter. Antes de ser rey de Suecia, había heredado de su padre el ducado de Södermanland. De 1599 a 1604 se desempeñó como regente de Suecia, tras el derrocamiento de su sobrino, Segismundo Vasa.
Fue un férreo opositor al catolicismo, defensor de la independencia y precursor de la política expansionista sueca, en la que se topó con la rivalidad de Polonia. De carácter represor y autoritario, llevó a cabo la fundación de un Estado fuerte, en concordancia con los ideales de su padre.Una estación ferroviaria o estación de ferrocarril es una instalación ferroviaria con vías a la que pueden llegar y desde la que se pueden expedir trenes. Se compone de varias vías, con desvíos entre ellas, y se delimita por señales de entrada en ambos sentidos. Adicionalmente son un punto de acceso al ferrocarril de pasajeros y mercancías, aunque no es una condición indispensable para ser una estación.
Suelen componerse de andenes junto a las vías y un edificio de viajeros con servicios como venta de billetes y sala de espera.",¿Cuál fue la última estación espacial soviética?
389,[ 0.007084 -0.02394  -0.02263  ...  0.001268 -0.04517  -0.003628],"David John Franco (Palo Alto, California; 12 de junio de 1985) es un actor y cineasta estadounidense. Comenzó su carrera con pequeños papeles en películas como Superbad (2007) y Charlie St. Cloud (2010). Después de un papel protagónico en la novena temporada de la serie de comedia Scrubs, Franco tuvo su gran éxito cinematográfico con un papel secundario en la película de comedia de amigos 21 Jump Street (2012). 
Franco también ha protagonizado Fright Night (2011), Now You See Me (2013) y su secuela Now You See Me 2 (2016), Neighbors (2014) y su secuela Neighbors 2: Sorority Rising (2016), Nerve (2016), The Disaster Artist (2017) y Day Shift (2022). En 2020, hizo su debut como director con The Rental, protagonizada por su esposa Alison Brie .James Edward Franco (Palo Alto, California; 19 de abril de 1978) es un actor y director de cine estadounidense.[1]​[2]​
Inició su trabajo interpretativa a finales de la década de 1990, con apariciones en series televisivas como Freaks and Geeks y en películas de adolescentes. En 2001 interpretó el papel de James Dean en la película homónima, actuación que fue premiada con un Globo de Oro al mejor actor de miniserie o telefilme.[3]​
Alcanzó la fama internacional por su papel de Harry Osborn en la primera trilogía de Spider-Man. A partir de entonces, sus participaciones en películas han sido muy variadas, incluyendo la película de guerra The Great Raid (2005), el drama romántico Tristán e Isolda, y la película dramática Annapolis (2006), dirigida por Justin Lin, entre otras. 
En 2008 interpretó a Saul Silver en la comedia Pineapple Express, película que le mereció una nominación a los Premios Globo de Oro en la categoría al mejor actor de comedia o musical. Ese mismo año tuvo un papel importante en la película biográfica Milk, donde interpretó a la pareja del político y activista gay Harvey Milk. 
En 2011 fue nominado a los Premios Óscar por su papel de actor principal en la película 127 horas.[4]​ En 2017, la película The Disaster Artist, producida, dirigida y protagonizada por Franco, fue galardonada con la Concha de Oro del Festival Internacional de Cine de San Sebastián.[5]​ También ganó el Globo de Oro al mejor actor Comedia o musical y estuvo nominada al Oscar al mejor guion adaptado",¿Cuántos premios ha ganado Dave Franco por actuaciones en su carrera como actor?
390,[-0.04205  -0.0517   -0.007572 ... -0.02176  -0.03857   0.007072],"David Linus Lieberman (también conocido como Microchip o Micro) es un personaje ficticio de Marvel Comics. Creado por el escritor Mike Baron y el artista Klaus Janson, apareció por primera vez en The Punisher #4 (noviembre de 1987) como un aliado del Punisher por años. Ayudó al Castigador al construir armas, suplementando tecnología y brindándole su amistad. En publicaciones más recientes, Microchip evolucionó gradualmente del amigo del Castigador a un enemigo acérrimo.[2]​
Micro fue interpretado por Wayne Knight en Punisher: War Zone de 2008 y por Ebon Moss-Bachrach en la adaptación para televisión de Netflix, ubicado en el Marvel Cinematic Universe.[3]​The Magicians fue una serie de televisión de fantasía estadounidense que se estrenó el 16 de diciembre de 2015 por Syfy y está basada en la novela del mismo nombre de Lev Grossman. En enero de 2019, Syfy renovó la serie para una quinta temporada a estrenarse el 15 de enero de 2020. La serie finalizó el 1 de abril de 2020 tras 5 temporadas y 65 episodios.",¿En que plataforma se lanzó la serie de televisión The Punisher?
391,[-0.0579   -0.02812  -0.003986 ... -0.02608   0.005608 -0.019   ],"Captain Morgan es una de las marcas de ron producida por la empresa Diageo. Recibe este nombre por el corsario del Caribe del siglo XVII originario de Gales Henry Morgan. El eslogan de Captain Morgan es: ""¿Hay un pequeño capitán en ti?"" («Got a little Captain in You?»).Tracy Jamal Morgan (Brooklyn, 10 de noviembre de 1968) es un actor, comediante y autor estadounidense que es conocido por sus ocho temporadas como miembro de elenco de Saturday Night Live y actualmente conocido por interpretar el papel de Tracy Jordan en la serie de NBC 30 Rock.",¿Qué tipo de bebida es el Capitan Morgan?
392,[ 0.03625   0.02185  -0.01762  ...  0.007404 -0.0678   -0.01351 ],"Ponzone es una localidad y comune italiana de la provincia de Alessandria, región de Piamonte, con 1.218 habitantes.El Señorío de Masserano fue concedido a Antonio Fieschi el 29 de mayo de 1394 por el Papa Bonifacio IX, y elevado a Condado por el Papa Julio II en 1506. Pasó a los Ferrero, por la adopción de Ludovico II,[3]​ el 9 de abril de 1517. Convertido en Marquesado el 5 de agosto de 1547 y a Principado el 13 de agosto de 1598 por Clemente VIII.[4]​[2]​ Fue suprimido el 20 de marzo de 1767,[5]​ siendo cedido al Reino de Cerdeña.[6]​
Su territorio abarcó la actual comuna italiana de Masserano además de (Crevacuore, Romagnano Sesia hasta 1588 cuando pasa a la familia Serbelloni,[7]​ Curino, Ponzone, Crosa y Mombello di Torino), en el noroeste del país y tuvo como principal población a la localidad de igual nombre.[8]​",¿En qué país se encuentra la localidad de Ponzone?
393,[-0.05496 -0.03113 -0.04202 ... -0.01143  0.01959 -0.01628],"La epidemiología es una disciplina científica en el área de la salud pública, no solamente la medicina,  que estudia la distribución, frecuencia, magnitud y factores determinantes de las enfermedades existentes en poblaciones humanas definidas. Rich la describió en 1979 como la ciencia que estudia la dinámica de salud en las poblaciones; por lo tanto involucra el análisis e interpretación de las personas que también están sanas.. El profesional especializado en epidemiología se llama epidemiólogo.[1]​La epidemiología ocupacional es una subdisciplina de la epidemiología que se centra en las investigaciones de los trabajadores y el lugar de trabajo.[1]​[2]​ Los estudios epidemiológicos ocupacionales examinan los resultados de salud entre los trabajadores y su posible asociación con las condiciones en el lugar de trabajo, incluidos el ruido, los productos químicos, el calor o la radiación, o la organización del trabajo, como los horarios.
La necesidad de evidencia para informar las regulaciones de seguridad ocupacional, los programas de compensación laboral y la legislación de seguridad motivó el desarrollo de políticas de salud pública, métodos de epidemiología ocupacional y mecanismos de vigilancia.[3]​ La investigación epidemiológica ocupacional puede informar las evaluaciones de riesgos; desarrollo de estándares y otras actividades de gestión de riesgos; y estimaciones de los co-beneficios y co-daños de las políticas diseñadas para reducir los factores de riesgo o las condiciones que pueden afectar la salud humana. Los métodos de epidemiología ocupacional son comunes a los métodos utilizados en epidemiología ambiental.[4]​",¿Para qué se usa un estudio de casos y controles en epidemiología?
394,[-0.01854   0.005066 -0.03958  ...  0.02065  -0.0558    0.01098 ],"Frank Ullrich (Trusetal, 24 de enero de 1958) es un político y deportista alemán que compitió por la RDA en biatlón.[1]​
Participó en tres Juegos Olímpicos de Invierno, obteniendo en total cuatro medallas: oro y dos platas en Lake Placid 1980 y bronce en Innsbruck 1976.[1]​ Ganó catorce medallas en el Campeonato Mundial de Biatlón entre los años 1977 y 1983.[2]​
Después de retirarse de la competición, trabajó como entrenador de los equipos nacionales de biatlón de la RDA (1987-1991) y de Alemania (1991-2010), y de la selección de esquí de fondo de Alemania (2012-2015). Posteriormente, se dedicó a la política, en 2021 fue elegido diputado por el partido SPD en el Parlamento Federal.[3]​Antje Harvey (nacida como Antje Misersky, Magdeburgo, 10 de mayo de 1967) es una deportista alemana que compitió en esquí de fondo y biatlón.
Como biatleta participó en dos Juegos Olímpicos de Invierno, obteniendo en total cuatro medallas: oro y dos platas en Albertville 1992 y una plata en Lillehammer 1994.[1]​
Ganó dos medallas en el Campeonato Mundial de Biatlón, oro en 1995 y bronce en 1991.[2]​ En esquí de fondo obtuvo una medalla de bronce en el Campeonato Mundial de Esquí Nórdico de 1985, en la prueba de relevo.[3]​",¿ Cuántas medallas de oro obtuvo Alemania en el campeonato mundial de biatlón de 1991?
